error_mean error_std nr_incoherent_ffl nr_neg_feed
1.114000000000000057e+01 1.183384975398961148e+00 2.900000000000000000e+01 1.400000000000000000e+01
1.324000000000000021e+01 1.158619868636818984e+00 6.300000000000000000e+01 4.100000000000000000e+01
1.248000000000000043e+01 1.539350512391508552e+00 2.800000000000000000e+01 2.600000000000000000e+01
1.167999999999999972e+01 1.223764683262268393e+00 3.400000000000000000e+01 2.000000000000000000e+01
1.198000000000000043e+01 1.256821387469198026e+00 3.900000000000000000e+01 2.700000000000000000e+01
1.150000000000000000e+01 9.643650760992955595e-01 3.400000000000000000e+01 2.000000000000000000e+01
1.161999999999999922e+01 1.231097071720991476e+00 1.800000000000000000e+01 3.000000000000000000e+01
1.224000000000000021e+01 1.192644121270046043e+00 1.500000000000000000e+01 2.300000000000000000e+01
1.109999999999999964e+01 9.219544457292886408e-01 2.200000000000000000e+01 3.200000000000000000e+01
1.185999999999999943e+01 1.216716893940410493e+00 7.000000000000000000e+01 2.900000000000000000e+01
1.209999999999999964e+01 1.170469991071962257e+00 5.200000000000000000e+01 3.000000000000000000e+01
1.140000000000000036e+01 9.591663046625439337e-01 5.300000000000000000e+01 4.200000000000000000e+01
1.177999999999999936e+01 1.063766891757776056e+00 2.300000000000000000e+01 3.900000000000000000e+01
1.111999999999999922e+01 9.303762679690406046e-01 5.900000000000000000e+01 1.000000000000000000e+01
1.216000000000000014e+01 1.189285499785480482e+00 5.800000000000000000e+01 4.300000000000000000e+01
1.201999999999999957e+01 1.174563748802081919e+00 2.800000000000000000e+01 2.300000000000000000e+01
1.217999999999999972e+01 1.423938200906204932e+00 4.400000000000000000e+01 2.300000000000000000e+01
1.090000000000000036e+01 8.774964387392122367e-01 2.700000000000000000e+01 2.200000000000000000e+01
1.088000000000000078e+01 8.634813257969161659e-01 2.100000000000000000e+01 1.900000000000000000e+01
1.198000000000000043e+01 1.303687079018581052e+00 1.100000000000000000e+01 1.900000000000000000e+01
1.180000000000000071e+01 1.216552506059644045e+00 1.600000000000000000e+01 2.500000000000000000e+01
1.119999999999999929e+01 1.200000000000000178e+00 2.200000000000000000e+01 3.600000000000000000e+01
1.203999999999999915e+01 1.385063175454462892e+00 5.200000000000000000e+01 2.300000000000000000e+01
1.240000000000000036e+01 1.356465996625053627e+00 4.500000000000000000e+01 3.600000000000000000e+01
1.285999999999999943e+01 1.113732463386068350e+00 7.200000000000000000e+01 6.000000000000000000e+01
1.267999999999999972e+01 1.139122469271851346e+00 3.600000000000000000e+01 1.700000000000000000e+01
1.017999999999999972e+01 1.089770618066022267e+00 2.700000000000000000e+01 2.400000000000000000e+01
1.225999999999999979e+01 1.397283077976685384e+00 4.800000000000000000e+01 2.000000000000000000e+01
1.156000000000000050e+01 9.830564581955606451e-01 2.300000000000000000e+01 3.400000000000000000e+01
1.077999999999999936e+01 1.005783276854412600e+00 3.500000000000000000e+01 2.200000000000000000e+01
1.191999999999999993e+01 1.146123902551552387e+00 4.400000000000000000e+01 3.900000000000000000e+01
1.109999999999999964e+01 8.306623862918074419e-01 6.400000000000000000e+01 4.300000000000000000e+01
1.208000000000000007e+01 1.036146707759089569e+00 4.200000000000000000e+01 2.600000000000000000e+01
1.035999999999999943e+01 1.034601372510205008e+00 2.800000000000000000e+01 2.900000000000000000e+01
1.380000000000000071e+01 1.483239697419132641e+00 5.600000000000000000e+01 3.100000000000000000e+01
1.122000000000000064e+01 9.651942809610922769e-01 2.800000000000000000e+01 3.200000000000000000e+01
1.085999999999999943e+01 8.946507698538016529e-01 2.300000000000000000e+01 2.300000000000000000e+01
1.191999999999999993e+01 1.180508365069896426e+00 5.200000000000000000e+01 2.700000000000000000e+01
1.050000000000000000e+01 1.044030650891055068e+00 1.600000000000000000e+01 2.100000000000000000e+01
1.150000000000000000e+01 9.219544457292887518e-01 2.400000000000000000e+01 2.300000000000000000e+01
1.209999999999999964e+01 1.081665382639196649e+00 3.600000000000000000e+01 1.700000000000000000e+01
1.046000000000000085e+01 9.635351576356723236e-01 2.700000000000000000e+01 2.900000000000000000e+01
1.108000000000000007e+01 1.110675470153185573e+00 2.300000000000000000e+01 2.200000000000000000e+01
1.319999999999999929e+01 1.341640786499873839e+00 6.200000000000000000e+01 3.800000000000000000e+01
1.217999999999999972e+01 1.194822162499507456e+00 2.800000000000000000e+01 2.600000000000000000e+01
1.267999999999999972e+01 1.271849047646771647e+00 3.300000000000000000e+01 5.200000000000000000e+01
1.019999999999999929e+01 1.166190378969060193e+00 2.100000000000000000e+01 2.500000000000000000e+01
1.196000000000000085e+01 1.264278450342328552e+00 3.700000000000000000e+01 2.700000000000000000e+01
1.182000000000000028e+01 1.177964345810177615e+00 2.200000000000000000e+01 2.900000000000000000e+01
1.167999999999999972e+01 1.271849047646771647e+00 1.600000000000000000e+01 3.000000000000000000e+01
1.222000000000000064e+01 1.360735095453924126e+00 1.700000000000000000e+01 2.300000000000000000e+01
1.158000000000000007e+01 1.001798382909455443e+00 5.000000000000000000e+01 2.400000000000000000e+01
1.203999999999999915e+01 1.057544325312182787e+00 4.800000000000000000e+01 3.700000000000000000e+01
1.169999999999999929e+01 1.004987562112089172e+00 6.900000000000000000e+01 5.100000000000000000e+01
1.156000000000000050e+01 1.219180052330253616e+00 4.900000000000000000e+01 2.500000000000000000e+01
1.098000000000000043e+01 8.599999999999999867e-01 5.300000000000000000e+01 4.200000000000000000e+01
1.098000000000000043e+01 9.484724561103500262e-01 2.400000000000000000e+01 1.900000000000000000e+01
1.174000000000000021e+01 1.179999999999999938e+00 2.100000000000000000e+01 3.900000000000000000e+01
1.069999999999999929e+01 9.219544457292887518e-01 2.800000000000000000e+01 2.000000000000000000e+01
1.174000000000000021e+01 1.162927340808530552e+00 3.400000000000000000e+01 1.700000000000000000e+01
1.146000000000000085e+01 9.425497334358543533e-01 3.400000000000000000e+01 3.600000000000000000e+01
1.200000000000000000e+01 1.248999599679679662e+00 4.400000000000000000e+01 1.900000000000000000e+01
1.067999999999999972e+01 1.008761617033479441e+00 2.700000000000000000e+01 2.200000000000000000e+01
1.159999999999999964e+01 1.199999999999999956e+00 9.000000000000000000e+00 1.700000000000000000e+01
1.127999999999999936e+01 1.296765206195786169e+00 1.300000000000000000e+01 1.100000000000000000e+01
1.143999999999999950e+01 1.080000000000000071e+00 5.200000000000000000e+01 2.300000000000000000e+01
1.196000000000000085e+01 1.182539639927558506e+00 6.300000000000000000e+01 5.400000000000000000e+01
1.017999999999999972e+01 9.734474818910366922e-01 2.200000000000000000e+01 1.800000000000000000e+01
1.188000000000000078e+01 1.321211565193099569e+00 4.200000000000000000e+01 2.000000000000000000e+01
1.159999999999999964e+01 1.000000000000000000e+00 2.100000000000000000e+01 3.400000000000000000e+01
1.077999999999999936e+01 1.025475499463541551e+00 3.400000000000000000e+01 2.000000000000000000e+01
1.093999999999999950e+01 1.332816566523690849e+00 3.800000000000000000e+01 2.900000000000000000e+01
1.091999999999999993e+01 9.765244492586961922e-01 5.300000000000000000e+01 3.200000000000000000e+01
1.119999999999999929e+01 9.797958971132711969e-01 3.000000000000000000e+01 2.000000000000000000e+01
1.167999999999999972e+01 1.271849047646771647e+00 3.600000000000000000e+01 2.400000000000000000e+01
1.066000000000000014e+01 9.509994742374993093e-01 2.400000000000000000e+01 2.900000000000000000e+01
1.148000000000000043e+01 1.417603611733548208e+00 2.600000000000000000e+01 3.100000000000000000e+01
1.298000000000000043e+01 1.448999654934396419e+00 5.100000000000000000e+01 2.900000000000000000e+01
1.082000000000000028e+01 1.052425769353829699e+00 2.400000000000000000e+01 1.800000000000000000e+01
1.103999999999999915e+01 1.076289923765896939e+00 2.300000000000000000e+01 2.300000000000000000e+01
1.106000000000000050e+01 1.362497706420087829e+00 4.400000000000000000e+01 2.300000000000000000e+01
1.059999999999999964e+01 9.165151389911679880e-01 1.600000000000000000e+01 2.100000000000000000e+01
1.174000000000000021e+01 1.145600279329574978e+00 2.400000000000000000e+01 2.300000000000000000e+01
1.075999999999999979e+01 1.141227409414968363e+00 4.700000000000000000e+01 2.800000000000000000e+01
1.190000000000000036e+01 1.236931687685298265e+00 3.600000000000000000e+01 1.700000000000000000e+01
1.151999999999999957e+01 1.043839068055991248e+00 4.200000000000000000e+01 2.500000000000000000e+01
1.119999999999999929e+01 1.183215956619923181e+00 1.400000000000000000e+01 1.700000000000000000e+01
1.032000000000000028e+01 9.474175425861609545e-01 2.500000000000000000e+01 2.900000000000000000e+01
1.066000000000000014e+01 9.297311439335567140e-01 2.100000000000000000e+01 2.200000000000000000e+01
1.201999999999999957e+01 1.435130656072818978e+00 2.500000000000000000e+01 2.400000000000000000e+01
1.166000000000000014e+01 1.274519517308385419e+00 1.000000000000000000e+01 2.400000000000000000e+01
1.117999999999999972e+01 1.033247308247159157e+00 2.600000000000000000e+01 1.300000000000000000e+01
1.277999999999999936e+01 1.221310771261762129e+00 2.700000000000000000e+01 5.000000000000000000e+01
1.193999999999999950e+01 1.405844941663197956e+00 3.100000000000000000e+01 2.300000000000000000e+01
1.161999999999999922e+01 1.037111372997133962e+00 1.900000000000000000e+01 2.300000000000000000e+01
1.091999999999999993e+01 8.447484832777151231e-01 3.000000000000000000e+00 8.000000000000000000e+00
1.127999999999999936e+01 9.600000000000000755e-01 6.000000000000000000e+00 1.500000000000000000e+01
1.122000000000000064e+01 1.253634715537185418e+00 2.100000000000000000e+01 3.200000000000000000e+01
1.177999999999999936e+01 1.171153277756588063e+00 1.400000000000000000e+01 2.000000000000000000e+01
1.066000000000000014e+01 8.856635930193812456e-01 1.400000000000000000e+01 1.100000000000000000e+01
1.143999999999999950e+01 1.185917366429887432e+00 5.900000000000000000e+01 1.300000000000000000e+01
1.180000000000000071e+01 1.326649916142160102e+00 1.500000000000000000e+01 1.800000000000000000e+01
1.175999999999999979e+01 1.105621996886820391e+00 6.100000000000000000e+01 2.200000000000000000e+01
1.132000000000000028e+01 7.054076835419359481e-01 6.100000000000000000e+01 4.500000000000000000e+01
1.100000000000000000e+01 1.095445115010332149e+00 1.400000000000000000e+01 2.100000000000000000e+01
1.135999999999999943e+01 1.195993311018084260e+00 4.800000000000000000e+01 3.700000000000000000e+01
1.101999999999999957e+01 1.122319027727855856e+00 2.300000000000000000e+01 1.800000000000000000e+01
1.061999999999999922e+01 8.219489035213806138e-01 2.800000000000000000e+01 2.000000000000000000e+01
1.072000000000000064e+01 1.217209924376235319e+00 3.800000000000000000e+01 9.000000000000000000e+00
1.153999999999999915e+01 1.062261737991160082e+00 5.800000000000000000e+01 4.200000000000000000e+01
1.096000000000000085e+01 1.019019136228559663e+00 3.500000000000000000e+01 1.700000000000000000e+01
1.085999999999999943e+01 1.000199980003998901e+00 2.700000000000000000e+01 2.200000000000000000e+01
1.182000000000000028e+01 1.107971118757163254e+00 8.000000000000000000e+00 1.600000000000000000e+01
1.166000000000000014e+01 1.210123960592467629e+00 1.000000000000000000e+00 2.300000000000000000e+01
1.172000000000000064e+01 1.096175168483577655e+00 1.200000000000000000e+01 2.400000000000000000e+01
1.085999999999999943e+01 1.077218640759618484e+00 1.300000000000000000e+01 1.100000000000000000e+01
1.027999999999999936e+01 8.953211714239756036e-01 2.000000000000000000e+01 3.400000000000000000e+01
1.069999999999999929e+01 1.345362404707370896e+00 3.400000000000000000e+01 1.700000000000000000e+01
1.233999999999999986e+01 1.031697630122314413e+00 3.800000000000000000e+01 3.300000000000000000e+01
1.108000000000000007e+01 1.197330363767661110e+00 2.200000000000000000e+01 3.000000000000000000e+01
1.151999999999999957e+01 1.153082824431965969e+00 3.300000000000000000e+01 2.000000000000000000e+01
1.080000000000000071e+01 1.232882800593795292e+00 1.800000000000000000e+01 3.100000000000000000e+01
1.016000000000000014e+01 9.024411338142781513e-01 2.900000000000000000e+01 2.800000000000000000e+01
1.177999999999999936e+01 1.100727032465360855e+00 4.900000000000000000e+01 2.400000000000000000e+01
1.127999999999999936e+01 9.389355675444401861e-01 2.900000000000000000e+01 1.700000000000000000e+01
1.050000000000000000e+01 1.081665382639196649e+00 2.300000000000000000e+01 2.600000000000000000e+01
1.024000000000000021e+01 1.011137972781163130e+00 7.000000000000000000e+00 1.400000000000000000e+01
1.314000000000000057e+01 1.510099334481013633e+00 4.600000000000000000e+01 2.900000000000000000e+01
1.056000000000000050e+01 1.098362417419678438e+00 1.600000000000000000e+01 1.900000000000000000e+01
1.101999999999999957e+01 1.009752444909146840e+00 2.400000000000000000e+01 2.300000000000000000e+01
1.091999999999999993e+01 9.765244492586961922e-01 2.000000000000000000e+01 2.700000000000000000e+01
1.151999999999999957e+01 1.236769986699224555e+00 1.100000000000000000e+01 1.300000000000000000e+01
1.069999999999999929e+01 9.848857801796105926e-01 4.600000000000000000e+01 2.400000000000000000e+01
1.188000000000000078e+01 9.927738916792685497e-01 3.100000000000000000e+01 1.700000000000000000e+01
1.043999999999999950e+01 1.080000000000000071e+00 1.400000000000000000e+01 1.200000000000000000e+01
1.000000000000000000e+01 1.095445115010332149e+00 2.400000000000000000e+01 2.600000000000000000e+01
1.150000000000000000e+01 1.268857754044952157e+00 2.300000000000000000e+01 2.400000000000000000e+01
1.077999999999999936e+01 7.560423268574320010e-01 2.600000000000000000e+01 1.300000000000000000e+01
1.161999999999999922e+01 8.459314393022639988e-01 3.200000000000000000e+01 2.700000000000000000e+01
9.660000000000000142e+00 1.069766329625306600e+00 1.900000000000000000e+01 2.300000000000000000e+01
1.164000000000000057e+01 1.162067123706716165e+00 3.100000000000000000e+01 2.300000000000000000e+01
1.046000000000000085e+01 8.534635317340747429e-01 6.000000000000000000e+00 2.200000000000000000e+01
1.093999999999999950e+01 9.035485598461213685e-01 6.000000000000000000e+00 1.400000000000000000e+01
1.127999999999999936e+01 1.096175168483577655e+00 1.100000000000000000e+01 2.000000000000000000e+01
1.067999999999999972e+01 8.588364221433556489e-01 4.000000000000000000e+01 1.200000000000000000e+01
1.006000000000000050e+01 8.581375181169974553e-01 1.500000000000000000e+01 2.900000000000000000e+01
1.040000000000000036e+01 1.166190378969060193e+00 3.800000000000000000e+01 2.100000000000000000e+01
1.135999999999999943e+01 1.162067123706715943e+00 5.100000000000000000e+01 1.300000000000000000e+01
1.124000000000000021e+01 1.364697768738558414e+00 1.500000000000000000e+01 1.800000000000000000e+01
1.135999999999999943e+01 1.144727041700334791e+00 5.300000000000000000e+01 2.200000000000000000e+01
1.117999999999999972e+01 1.260000000000000009e+00 2.000000000000000000e+01 2.600000000000000000e+01
1.133999999999999986e+01 9.718024490605073895e-01 6.100000000000000000e+01 3.100000000000000000e+01
1.091999999999999993e+01 1.262378707044760073e+00 4.700000000000000000e+01 3.600000000000000000e+01
1.046000000000000085e+01 9.840731680114035429e-01 2.100000000000000000e+01 1.300000000000000000e+01
1.001999999999999957e+01 7.871467461661770804e-01 1.900000000000000000e+01 1.300000000000000000e+01
1.088000000000000078e+01 1.177115117564973001e+00 3.700000000000000000e+01 9.000000000000000000e+00
1.119999999999999929e+01 1.095445115010332149e+00 5.100000000000000000e+01 3.800000000000000000e+01
1.143999999999999950e+01 1.168931135696196666e+00 2.600000000000000000e+01 2.100000000000000000e+01
1.066000000000000014e+01 8.627861844049194984e-01 2.100000000000000000e+01 2.200000000000000000e+01
1.069999999999999929e+01 1.360147050873544261e+00 1.800000000000000000e+01 1.600000000000000000e+01
1.151999999999999957e+01 1.345213737664018971e+00 8.000000000000000000e+00 1.600000000000000000e+01
1.132000000000000028e+01 1.156546583584076693e+00 1.000000000000000000e+00 1.800000000000000000e+01
1.141999999999999993e+01 1.115168148756052080e+00 1.000000000000000000e+01 1.700000000000000000e+01
1.180000000000000071e+01 1.385640646055101843e+00 4.100000000000000000e+01 2.100000000000000000e+01
1.156000000000000050e+01 1.151694403911037501e+00 3.700000000000000000e+01 2.900000000000000000e+01
1.188000000000000078e+01 1.107068200247844025e+00 6.300000000000000000e+01 5.200000000000000000e+01
1.043999999999999950e+01 8.754427451295715423e-01 1.800000000000000000e+01 2.700000000000000000e+01
1.101999999999999957e+01 1.191469680688518329e+00 3.000000000000000000e+01 1.900000000000000000e+01
1.122000000000000064e+01 9.651942809610922769e-01 1.900000000000000000e+01 3.300000000000000000e+01
1.053999999999999915e+01 1.135077089893016922e+00 3.100000000000000000e+01 1.700000000000000000e+01
1.067999999999999972e+01 1.173712060089696863e+00 4.100000000000000000e+01 1.600000000000000000e+01
1.114000000000000057e+01 1.280781011726829233e+00 3.400000000000000000e+01 2.100000000000000000e+01
1.106000000000000050e+01 1.362497706420087829e+00 1.500000000000000000e+01 1.300000000000000000e+01
1.272000000000000064e+01 1.523679756379272776e+00 3.800000000000000000e+01 2.900000000000000000e+01
1.064000000000000057e+01 1.015086203235961548e+00 2.200000000000000000e+01 2.200000000000000000e+01
1.017999999999999972e+01 8.646386528486915690e-01 1.600000000000000000e+01 1.900000000000000000e+01
1.114000000000000057e+01 1.311640194565567574e+00 7.000000000000000000e+00 1.200000000000000000e+01
1.150000000000000000e+01 1.360147050873544261e+00 2.700000000000000000e+01 1.000000000000000000e+01
1.103999999999999915e+01 1.094714574672320584e+00 3.600000000000000000e+01 1.800000000000000000e+01
1.043999999999999950e+01 1.003194896318756246e+00 1.400000000000000000e+01 1.900000000000000000e+01
1.014000000000000057e+01 8.487638069569177768e-01 2.100000000000000000e+01 1.500000000000000000e+01
1.248000000000000043e+01 1.284367548640185763e+00 5.900000000000000000e+01 2.000000000000000000e+01
1.040000000000000036e+01 9.591663046625439337e-01 1.000000000000000000e+01 2.400000000000000000e+01
1.148000000000000043e+01 1.153082824431965969e+00 3.000000000000000000e+01 2.500000000000000000e+01
1.185999999999999943e+01 1.183384975398961370e+00 1.700000000000000000e+01 4.000000000000000000e+01
8.720000000000000639e+00 9.806120537705009799e-01 1.500000000000000000e+01 6.000000000000000000e+00
1.085999999999999943e+01 1.131547612785250845e+00 2.600000000000000000e+01 2.100000000000000000e+01
1.051999999999999957e+01 9.431860898041276586e-01 2.700000000000000000e+01 9.000000000000000000e+00
9.500000000000000000e+00 8.306623862918074419e-01 2.000000000000000000e+00 5.000000000000000000e+00
1.080000000000000071e+01 1.148912529307605901e+00 1.600000000000000000e+01 2.700000000000000000e+01
1.051999999999999957e+01 1.135605565326271327e+00 4.000000000000000000e+00 8.000000000000000000e+00
9.560000000000000497e+00 8.522910301065006466e-01 1.000000000000000000e+01 1.700000000000000000e+01
9.640000000000000568e+00 9.951884243699782306e-01 4.600000000000000000e+01 1.000000000000000000e+01
1.080000000000000071e+01 1.113552872566004437e+00 1.900000000000000000e+01 2.400000000000000000e+01
1.090000000000000036e+01 1.044030650891054846e+00 4.200000000000000000e+01 1.900000000000000000e+01
9.619999999999999218e+00 9.357350052231667714e-01 2.100000000000000000e+01 1.000000000000000000e+01
1.141999999999999993e+01 1.250439922587246899e+00 1.800000000000000000e+01 2.700000000000000000e+01
9.740000000000000213e+00 9.961927524329817762e-01 8.000000000000000000e+00 5.000000000000000000e+00
8.939999999999999503e+00 9.467840302835700550e-01 1.600000000000000000e+01 8.000000000000000000e+00
1.030000000000000071e+01 1.004987562112089172e+00 3.700000000000000000e+01 8.000000000000000000e+00
1.091999999999999993e+01 1.324235628579747859e+00 3.100000000000000000e+01 2.500000000000000000e+01
1.077999999999999936e+01 1.188107739222331816e+00 2.000000000000000000e+01 1.300000000000000000e+01
1.077999999999999936e+01 1.118749301675759700e+00 2.500000000000000000e+01 2.600000000000000000e+01
1.033999999999999986e+01 1.012126474310399704e+00 1.700000000000000000e+01 1.600000000000000000e+01
1.072000000000000064e+01 1.020588065773845976e+00 8.000000000000000000e+00 1.200000000000000000e+01
9.939999999999999503e+00 8.101851640211636951e-01 2.000000000000000000e+01 2.300000000000000000e+01
1.082000000000000028e+01 1.275774274705364864e+00 2.800000000000000000e+01 1.500000000000000000e+01
9.919999999999999929e+00 1.163443165779919131e+00 2.300000000000000000e+01 1.100000000000000000e+01
1.091999999999999993e+01 1.163443165779918909e+00 5.000000000000000000e+01 4.400000000000000000e+01
1.030000000000000071e+01 1.081665382639196649e+00 1.000000000000000000e+01 9.000000000000000000e+00
1.006000000000000050e+01 1.084619749036499936e+00 1.800000000000000000e+01 2.600000000000000000e+01
1.093999999999999950e+01 1.405844941663197512e+00 2.800000000000000000e+01 1.700000000000000000e+01
1.116000000000000014e+01 1.172348071180227658e+00 1.900000000000000000e+01 2.600000000000000000e+01
1.006000000000000050e+01 1.102905254316979056e+00 2.300000000000000000e+01 1.500000000000000000e+01
1.069999999999999929e+01 9.848857801796105926e-01 2.500000000000000000e+01 3.400000000000000000e+01
9.019999999999999574e+00 8.599999999999999867e-01 1.500000000000000000e+01 2.000000000000000000e+01
1.053999999999999915e+01 1.099272486692903783e+00 3.600000000000000000e+01 1.300000000000000000e+01
1.083999999999999986e+01 1.301691207621838542e+00 2.800000000000000000e+01 1.800000000000000000e+01
1.019999999999999929e+01 8.246211251235321393e-01 1.100000000000000000e+01 1.800000000000000000e+01
9.460000000000000853e+00 8.534635317340747429e-01 5.000000000000000000e+00 6.000000000000000000e+00
1.256000000000000050e+01 1.430524379379813471e+00 3.100000000000000000e+01 2.300000000000000000e+01
9.939999999999999503e+00 9.467840302835701660e-01 1.200000000000000000e+01 1.200000000000000000e+01
1.025999999999999979e+01 9.961927524329816652e-01 2.200000000000000000e+01 2.100000000000000000e+01
9.500000000000000000e+00 1.024695076595959931e+00 2.200000000000000000e+01 2.000000000000000000e+01
1.038000000000000078e+01 9.141115905621151061e-01 2.200000000000000000e+01 2.300000000000000000e+01
9.839999999999999858e+00 8.333066662399863933e-01 1.800000000000000000e+01 9.000000000000000000e+00
1.191999999999999993e+01 1.339253523422656578e+00 2.300000000000000000e+01 1.200000000000000000e+01
9.980000000000000426e+00 1.104355015382281868e+00 1.000000000000000000e+01 9.000000000000000000e+00
9.519999999999999574e+00 9.846826900072936928e-01 1.500000000000000000e+01 1.800000000000000000e+01
1.019999999999999929e+01 1.183215956619923181e+00 1.400000000000000000e+01 1.800000000000000000e+01
9.660000000000000142e+00 9.718024490605073895e-01 1.600000000000000000e+01 9.000000000000000000e+00
1.206000000000000050e+01 1.302459212413195067e+00 5.000000000000000000e+01 1.700000000000000000e+01
1.019999999999999929e+01 1.148912529307605679e+00 1.600000000000000000e+01 1.700000000000000000e+01
1.116000000000000014e+01 9.666436778875656666e-01 2.900000000000000000e+01 2.300000000000000000e+01
9.820000000000000284e+00 1.071260939267366430e+00 1.200000000000000000e+01 8.000000000000000000e+00
1.077999999999999936e+01 1.025475499463541551e+00 2.600000000000000000e+01 2.100000000000000000e+01
1.114000000000000057e+01 1.296302433847904334e+00 1.000000000000000000e+01 1.600000000000000000e+01
8.560000000000000497e+00 9.414881836751857191e-01 1.100000000000000000e+01 5.000000000000000000e+00
1.025999999999999979e+01 8.440379138403676373e-01 1.200000000000000000e+01 2.500000000000000000e+01
1.041999999999999993e+01 9.816312953446421075e-01 6.000000000000000000e+00 1.000000000000000000e+01
1.030000000000000071e+01 9.848857801796105926e-01 5.000000000000000000e+00 1.500000000000000000e+01
9.619999999999999218e+00 9.357350052231667714e-01 8.000000000000000000e+00 1.500000000000000000e+01
9.359999999999999432e+00 1.015086203235961548e+00 9.000000000000000000e+00 9.000000000000000000e+00
9.400000000000000355e+00 1.131370849898476028e+00 4.500000000000000000e+01 8.000000000000000000e+00
1.100000000000000000e+01 1.077032961426900748e+00 1.500000000000000000e+01 1.800000000000000000e+01
1.046000000000000085e+01 1.062261737991160082e+00 1.700000000000000000e+01 2.200000000000000000e+01
1.085999999999999943e+01 1.385784976105600697e+00 1.900000000000000000e+01 2.100000000000000000e+01
9.960000000000000853e+00 7.989993742175270919e-01 3.400000000000000000e+01 2.300000000000000000e+01
1.051999999999999957e+01 1.117855088998569668e+00 8.000000000000000000e+00 2.500000000000000000e+01
9.380000000000000782e+00 7.972452571197899962e-01 1.500000000000000000e+01 1.200000000000000000e+01
1.011999999999999922e+01 9.724196624914575038e-01 2.000000000000000000e+01 7.000000000000000000e+00
8.900000000000000355e+00 9.000000000000000222e-01 1.500000000000000000e+01 7.000000000000000000e+00
1.025999999999999979e+01 1.196829144030174596e+00 3.300000000000000000e+01 8.000000000000000000e+00
1.064000000000000057e+01 1.015086203235961548e+00 1.700000000000000000e+01 1.300000000000000000e+01
1.025999999999999979e+01 1.145600279329574978e+00 1.700000000000000000e+01 1.800000000000000000e+01
1.066000000000000014e+01 8.856635930193812456e-01 2.400000000000000000e+01 1.100000000000000000e+01
1.103999999999999915e+01 1.280000000000000027e+00 1.000000000000000000e+01 1.600000000000000000e+01
1.006000000000000050e+01 9.676776322722356882e-01 2.100000000000000000e+01 1.100000000000000000e+01
9.740000000000000213e+00 6.873136110975832658e-01 1.900000000000000000e+01 2.000000000000000000e+01
9.519999999999999574e+00 8.772684879784523604e-01 4.000000000000000000e+00 6.000000000000000000e+00
1.043999999999999950e+01 1.134195750300626138e+00 2.200000000000000000e+01 8.000000000000000000e+00
1.117999999999999972e+01 1.143503388713824398e+00 4.800000000000000000e+01 4.000000000000000000e+01
1.059999999999999964e+01 1.077032961426900748e+00 9.000000000000000000e+00 1.200000000000000000e+01
1.041999999999999993e+01 1.097087052152198261e+00 2.700000000000000000e+01 1.700000000000000000e+01
1.001999999999999957e+01 1.086093918590837148e+00 1.200000000000000000e+01 2.900000000000000000e+01
1.075999999999999979e+01 9.911609354691093277e-01 1.500000000000000000e+01 2.500000000000000000e+01
9.419999999999999929e+00 8.964373932405989009e-01 2.200000000000000000e+01 1.000000000000000000e+01
8.839999999999999858e+00 9.457272334029510619e-01 1.400000000000000000e+01 1.800000000000000000e+01
9.660000000000000142e+00 7.901898506055364813e-01 2.000000000000000000e+01 2.100000000000000000e+01
1.041999999999999993e+01 9.610411021387170738e-01 1.000000000000000000e+01 8.000000000000000000e+00
1.009999999999999964e+01 1.403566884761819900e+00 1.400000000000000000e+01 1.900000000000000000e+01
1.033999999999999986e+01 1.106526095489844375e+00 6.000000000000000000e+00 6.000000000000000000e+00
9.220000000000000639e+00 7.291090453423274553e-01 1.300000000000000000e+01 5.000000000000000000e+00
1.046000000000000085e+01 1.169786305271180771e+00 2.500000000000000000e+01 5.000000000000000000e+00
1.041999999999999993e+01 9.610411021387170738e-01 2.900000000000000000e+01 1.300000000000000000e+01
9.580000000000000071e+00 1.115168148756051858e+00 1.400000000000000000e+01 1.800000000000000000e+01
9.480000000000000426e+00 8.997777503361594764e-01 1.200000000000000000e+01 9.000000000000000000e+00
9.960000000000000853e+00 1.199333148045195863e+00 1.000000000000000000e+01 2.300000000000000000e+01
1.048000000000000043e+01 1.187265766372466391e+00 1.600000000000000000e+01 1.700000000000000000e+01
1.053999999999999915e+01 1.135077089893016922e+00 7.000000000000000000e+00 2.100000000000000000e+01
1.122000000000000064e+01 1.221310771261762129e+00 2.300000000000000000e+01 1.800000000000000000e+01
1.083999999999999986e+01 1.238709005376161798e+00 1.200000000000000000e+01 2.900000000000000000e+01
9.580000000000000071e+00 1.078702924812944053e+00 1.200000000000000000e+01 8.000000000000000000e+00
1.030000000000000071e+01 1.236931687685298042e+00 2.600000000000000000e+01 2.100000000000000000e+01
9.640000000000000568e+00 9.112628599915613137e-01 1.200000000000000000e+01 6.000000000000000000e+00
8.839999999999999858e+00 8.799999999999997824e-01 2.000000000000000000e+00 5.000000000000000000e+00
9.939999999999999503e+00 8.811356308764276557e-01 3.000000000000000000e+00 1.500000000000000000e+01
9.859999999999999432e+00 1.077218640759618484e+00 4.000000000000000000e+00 8.000000000000000000e+00
8.619999999999999218e+00 8.459314393022639988e-01 6.000000000000000000e+00 1.100000000000000000e+01
1.014000000000000057e+01 1.095627673984187034e+00 8.000000000000000000e+00 1.300000000000000000e+01
9.500000000000000000e+00 1.044030650891055068e+00 3.600000000000000000e+01 7.000000000000000000e+00
