error_mean error_std
3.904709743338711792e-01 4.639073921307685505e-02
3.806198754573092979e-01 2.897515330757893803e-02
3.888316762965737805e-01 2.718742085146866674e-02
3.716505944762338309e-01 2.803993677411068322e-02
3.880036896396161228e-01 2.315577920057945369e-02
3.915117767157070272e-01 3.635098942030980801e-02
3.731715943059390472e-01 3.575252880643504938e-02
3.886618986977319334e-01 3.470768446466562795e-02
3.756727466809249294e-01 3.415100026967425595e-02
3.812946022130839219e-01 2.697730791453374286e-02
3.718729741035772252e-01 2.972560779612941351e-02
3.692049754312881071e-01 2.606706763193071541e-02
3.980363503897650368e-01 4.282533740683156648e-02
4.165657841260926864e-01 5.772856206097393139e-02
3.942063106220428659e-01 3.454185983739283677e-02
3.950424938270087893e-01 3.229258627443268304e-02
3.794994793873036620e-01 4.371768858937667007e-02
3.914568195023991892e-01 4.696688678746999829e-02
3.857791735738886896e-01 2.780768399629415105e-02
3.882488889206316407e-01 3.176521666524015353e-02
3.893493314219589330e-01 2.794957039165050366e-02
3.839518934902738101e-01 2.731192532255788744e-02
3.887490474673739871e-01 3.356862644878310514e-02
3.996117287530706608e-01 3.480709028367054425e-02
4.275957694254905461e-01 5.861971755789581462e-02
3.837365766424875591e-01 3.368385609585888146e-02
3.935759879365239855e-01 2.805506081427721829e-02
3.645272215394155801e-01 2.297563587694943094e-02
3.797602586285421244e-01 3.939333107329814898e-02
3.889735632087625294e-01 3.048528843293946480e-02
3.912902386063584204e-01 2.107295849905371429e-02
3.752120764768143157e-01 2.804888327095426612e-02
3.761216605572510474e-01 3.062204471852632628e-02
4.050905961605970607e-01 3.651524816805865742e-02
3.873280673992368084e-01 3.782166855898936447e-02
3.831232261932085437e-01 2.767624606700633608e-02
3.628120559628906783e-01 2.717147126883674366e-02
6.086761518997463760e+00 2.798390645011446054e+01
3.940585771015812089e-01 3.028529946663018405e-02
3.899425211542882908e-01 5.606658562372168753e-02
3.995475451685547297e-01 7.382035472510825591e-02
3.914546498409842701e-01 3.318913796778553277e-02
3.753721876701581750e-01 2.725983116956439897e-02
3.997787272089016741e-01 4.010827211598014252e-02
4.112253064717464879e-01 3.652509096331199578e-02
3.883956606142493495e-01 2.863672822960628556e-02
3.680086328834097920e-01 2.560937830749632216e-02
3.794106694986653650e-01 3.326515288127671055e-02
3.971376535999132096e-01 2.603128052989334834e-02
3.724401141037591012e-01 2.801048428713480073e-02
3.852618683991989590e-01 3.532358088524130413e-02
4.018296671396340836e-01 3.953014290973069778e-02
4.002200794772622916e-01 3.362820141906141397e-02
3.874358080636878254e-01 2.648715921659288222e-02
3.874044909856159680e-01 2.909181892116158991e-02
3.788913154732573840e-01 3.240335998776133070e-02
3.885893944378737697e-01 3.388689242233678539e-02
3.841734421763732255e-01 2.579817051815094450e-02
3.832499245869819271e-01 3.530091769863991785e-02
3.736781281206043026e-01 2.990101029905786398e-02
3.781108696797111368e-01 2.421339858834234068e-02
3.611625286318294048e-01 2.342709897146774342e-02
3.726361681824898464e-01 2.454887669903527483e-02
4.010034793310239820e-01 4.825763663827590394e-02
3.858813952091816879e-01 3.127505542653469250e-02
3.952770618623031584e-01 4.393576698697365668e-02
3.662340160366789887e-01 2.803481902107455084e-02
3.938950658790901227e-01 3.861830773724930777e-02
3.734950369898465405e-01 2.749694406549601719e-02
3.772166376005454125e-01 3.121887172114002490e-02
3.805258596901499590e-01 2.669448520302442063e-02
3.788746321437102549e-01 3.234261134375085445e-02
4.394357455918488919e-01 5.935065715606144265e-02
3.801379834976089112e-01 2.643754015009306194e-02
3.944871066657655856e-01 3.797017947622355338e-02
4.030362684152242192e-01 3.251443471963575554e-02
3.746469008364479714e-01 3.140582147298964094e-02
3.743574308581444909e-01 2.611248338156005322e-02
3.829743097204145186e-01 2.889703677972756471e-02
3.846478316568561207e-01 2.911670076387135042e-02
3.678113687377752017e-01 2.534667024363312232e-02
3.805031323701362767e-01 1.581955082371771376e-02
3.904925185157479550e-01 2.935531511993011433e-02
3.834532719573983672e-01 3.368340928100886644e-02
4.099817984468704379e-01 7.079210020586970686e-02
4.058732695566890647e-01 6.261821543402201762e-02
3.938980686409812026e-01 7.444884633336489033e-02
3.856958739768041600e-01 2.014373440757058487e-02
3.591510798791908154e-01 2.991620498040190729e-02
3.760099469031585873e-01 2.305568596346118521e-02
4.014370213254972453e-01 6.262343919692953120e-02
3.903949174584674386e-01 3.616021452470765535e-02
3.678836626725109360e-01 2.478900287688234200e-02
3.978604726211937281e-01 3.688016551183931346e-02
3.923156458989000561e-01 3.710903873359685384e-02
3.689490713314198533e-01 2.744828036996791593e-02
3.842415268251183624e-01 3.430027958244960540e-02
3.625935123022467343e-01 2.295367413845785312e-02
3.969245707621101293e-01 3.393197521635159253e-02
3.979968051414022878e-01 4.401615127689615520e-02
3.934868010296239671e-01 3.676920645791830616e-02
3.624336135593372865e-01 1.657219112620451906e-02
3.756137163146904268e-01 3.105352068261866411e-02
3.792088178025944112e-01 2.319421073040933354e-02
3.706329952417850571e-01 2.790710800136596975e-02
4.045054125242890652e-01 2.751078616689999271e-02
3.983957118516995299e-01 4.620592972147665595e-02
3.856359285491371414e-01 4.541815712803148192e-02
4.292658877550243335e-01 1.256339365471976222e-01
3.877988880466672339e-01 3.553719074522532217e-02
3.812989367040777733e-01 2.206819553561233105e-02
4.190076257289165884e-01 7.993102154336458043e-02
3.913256190408574975e-01 4.234673843173407393e-02
3.892257089981552287e-01 3.787926369156838918e-02
3.639932454809053919e-01 1.470472529581962756e-02
3.861952119591726684e-01 2.745448314249388996e-02
3.940182920105274045e-01 3.113961957502209971e-02
4.161402846589693505e-01 4.915921717700522109e-02
3.811649009728952375e-01 3.246686448981563750e-02
3.989582361197394622e-01 5.702294193605723233e-02
3.933689975013361928e-01 3.981570656997607954e-02
3.864562942445693428e-01 3.422955802342739218e-02
3.986648963698612436e-01 3.021550184747886017e-02
3.761796225821060213e-01 3.879481017482754035e-02
3.785959163757086077e-01 2.451328233742265314e-02
3.928613224738418119e-01 2.415877593594300057e-02
3.866723716437154290e-01 2.883859400732893472e-02
3.948623789985776789e-01 2.787644860313946010e-02
3.792976527024082278e-01 3.207247851535088151e-02
3.867270383850239246e-01 2.848627090714167531e-02
4.134585633062788923e-01 5.765366439543218730e-02
3.825517259668448355e-01 2.527196794114823161e-02
4.406798183390067680e-01 5.902094979552668930e-02
3.788190462666155001e-01 3.729379263163385555e-02
3.826392486684316863e-01 3.100704864602306723e-02
3.605719248557480716e-01 2.526698824994477385e-02
3.840013388009841377e-01 3.277098770221153340e-02
3.654418898588039366e-01 2.089494475143317820e-02
3.900619848193444539e-01 4.671909939855457827e-02
3.699105331665605845e-01 3.125090703060119657e-02
4.207246609997130626e-01 3.507073875200071578e-02
3.829342716865171692e-01 3.315303230980915644e-02
4.100063211584207279e-01 4.719728993628247854e-02
3.798780965809647192e-01 1.851827085374057463e-02
3.772230349218337886e-01 2.896417891234598016e-02
3.626913227920487426e-01 1.732804419556776415e-02
3.792844274692111495e-01 2.966679176684283020e-02
3.716504489604275929e-01 2.683310471950874423e-02
3.912229237103517776e-01 3.624687295948629540e-02
3.768544282369580278e-01 2.799659972468591593e-02
3.750951767669439274e-01 2.252230774175902062e-02
4.001247677322999352e-01 3.876364459073578655e-02
4.146877069390900727e-01 3.718520641733965432e-02
3.757669400465450393e-01 2.951990953695349251e-02
4.061969560693231007e-01 4.955288767676527956e-02
3.975145666339062189e-01 3.549877575987327866e-02
4.269920098360321936e-01 6.578496074454943943e-02
3.795067974337058003e-01 3.473147407044872848e-02
3.884048744883799031e-01 4.984592850976716366e-02
4.196755467203579504e-01 3.701519252590607101e-02
3.986034962733514542e-01 2.785966694886752790e-02
3.786800688823144800e-01 3.059602843122953553e-02
3.798169411176032795e-01 2.488915512355031542e-02
3.768918155587133167e-01 2.657755938824535313e-02
3.849734085100767755e-01 2.269018683447059440e-02
3.921585458676845048e-01 2.872090670374911892e-02
3.844258214212586955e-01 2.601276899344702465e-02
4.072361333976218800e-01 4.471090475224381855e-02
3.818740863001627295e-01 4.044785748602983816e-02
3.954002681985810397e-01 2.912025816454085619e-02
3.829779529254807580e-01 2.744130746964766956e-02
3.806439549746511442e-01 4.158244719210756057e-02
3.711058744101458085e-01 2.513424649086654777e-02
3.736897468751836926e-01 2.954405077538242372e-02
3.764258584422360276e-01 2.497193036183915568e-02
4.013821251861867112e-01 3.878838056831339365e-02
3.726082767884312807e-01 2.506235725954966340e-02
3.986999452418576451e-01 5.462780967730161003e-02
4.059712399999206855e-01 5.629066230699604489e-02
3.650062324508618894e-01 1.925038829040142882e-02
4.115405324412995669e-01 5.331319226122105404e-02
3.658935838563106002e-01 2.542784107304194366e-02
3.976680215654203598e-01 3.571453339673726773e-02
3.888845343389368825e-01 3.842205688513106177e-02
3.823615628553078682e-01 3.187343469265016549e-02
4.065191745421051217e-01 6.426076913941256019e-02
3.711309159326558471e-01 2.452773902114536650e-02
3.872703034072778605e-01 1.979455671183188298e-02
4.777619438833238252e-01 7.706300247140106252e-02
3.801716789161484478e-01 2.446287989592306825e-02
3.908059452003455059e-01 3.552874594933300156e-02
3.684139044135489871e-01 2.303276127480051796e-02
4.035632898642242394e-01 4.818891656986171168e-02
3.835346099843388590e-01 3.049595108078622524e-02
3.952111275143641023e-01 3.982399285717379972e-02
1.808018332985731336e+00 6.850366497988141568e+00
3.863505770726256561e-01 3.137540991232335569e-02
3.761958298838143366e-01 2.532318987592838827e-02
3.939223871768456342e-01 2.402379406615276491e-02
3.791651207214755681e-01 2.874834200369379492e-02
3.886386277566020175e-01 4.633261757147850990e-02
3.987187375268728684e-01 2.705951278237768431e-02
3.794627401070826966e-01 2.822698850915564273e-02
3.891515471117075742e-01 2.892682386740589098e-02
3.853579497523018094e-01 3.794781431783867537e-02
4.084920925503351952e-01 4.773122391098425649e-02
4.154579322582712675e-01 6.711426260735629812e-02
4.009384869604570301e-01 5.776407563246969273e-02
4.020788170545858131e-01 4.778198897738770295e-02
3.788837323834013393e-01 3.579878679970358024e-02
4.157416583408270472e-01 4.828505928603157166e-02
3.850925514255167936e-01 5.638136374366251730e-02
4.004894987225942615e-01 4.057135759967380600e-02
4.277048431966105069e-01 5.894387283477690170e-02
4.010493364732740651e-01 6.560324625719760050e-02
4.029357063357082436e-01 2.993345064619918131e-02
3.910468587657238149e-01 3.014148429175831506e-02
3.684262146937056781e-01 2.199959186536411607e-02
3.886020531115984555e-01 4.645282018805536872e-02
3.855318747623415199e-01 2.644186956304090189e-02
4.095643784881709548e-01 3.451292152708310829e-02
4.024800044164510981e-01 3.861880538167814653e-02
3.833423916485957372e-01 2.838902483021784814e-02
4.242695093483333513e-01 5.586272525264596861e-02
4.042643634299839528e-01 4.922771429040147251e-02
4.093638950471251703e-01 3.326433202556114410e-02
3.638362153984345815e-01 4.414210742374590629e-02
4.212898498730560659e-01 4.746975215268296050e-02
3.786471877300157107e-01 2.443454315145351247e-02
3.913884510958468566e-01 1.886043775657997995e-02
3.947269340735317100e-01 5.964842922279615239e-02
4.070704006579424772e-01 4.363631278118079715e-02
4.059113994919500978e-01 3.688936552929294316e-02
3.806526550569490075e-01 2.446450015299223360e-02
4.363575330783572293e-01 3.223505300824069941e-02
4.343645806140438159e-01 7.573075124760704491e-02
3.906684171731036881e-01 3.995891998739194151e-02
4.214107182962907872e-01 4.958369362908916084e-02
4.523360062845238061e-01 8.545116075848306625e-02
3.772431437900223283e-01 3.395233140525317356e-02
4.056324995940782663e-01 5.108407099611380481e-02
3.637096129714607606e-01 2.153057068473807067e-02
3.773041529835229335e-01 2.679206684345139186e-02
3.732815536195842054e-01 2.273924844604724785e-02
3.643323404060305193e-01 2.299539796616666132e-02
3.972554338530273621e-01 3.424298812043567036e-02
4.006668727223462456e-01 4.224908951216286429e-02
4.044982726192505873e-01 2.701359052025795182e-02
3.798717316977632819e-01 3.883373847007060009e-02
3.715044162483385204e-01 2.624313822114975742e-02
3.870187654581095926e-01 2.564491131560149573e-02
4.181926065198373066e-01 7.128353058486223970e-02
3.784915911664697985e-01 3.263428709199681088e-02
3.989535967083919221e-01 2.588630857747445044e-02
4.235946492119419537e-01 5.575611915104595334e-02
3.963085636569503856e-01 3.175422138174738979e-02
3.976232575874684150e-01 3.341141686849544851e-02
4.072275337311955790e-01 4.493930525851400071e-02
3.965453137049472776e-01 2.519691482468397470e-02
4.087433543295750371e-01 4.121736036652304952e-02
4.019715874370873299e-01 5.763027688263406417e-02
4.087356350861803267e-01 3.485363076950434569e-02
4.245093932707924567e-01 7.176270450318993077e-02
4.054543335337182919e-01 4.236994299758667371e-02
3.772558041830691433e-01 2.477403832776599660e-02
4.119592230669086308e-01 4.775488060508332328e-02
4.559985936494622139e-01 5.199458716438240535e-02
4.067760854596060849e-01 3.939315663786902011e-02
3.900748941422669258e-01 2.860338148021424054e-02
4.144202827442658998e-01 3.849172161995145086e-02
4.129281153566400908e-01 3.659682324863339220e-02
4.179672648327931728e-01 6.302824877324179897e-02
3.989464554618224468e-01 4.444252445894483761e-02
3.847892435064679817e-01 3.161755953996241153e-02
3.916204415246412052e-01 3.457566960736484230e-02
3.685771173794144540e-01 2.630706341959222413e-02
3.937183717424163620e-01 4.267847141926869869e-02
4.036199602319826552e-01 4.350863703292106449e-02
3.973682331676705037e-01 2.907229995270116385e-02
4.097878065531335157e-01 7.171371611125730572e-02
4.075253780561242656e-01 5.204565187308991120e-02
4.151005124635533394e-01 4.064384590015546195e-02
3.910293774938649602e-01 3.544135091145672600e-02
3.961763136697721288e-01 2.549663879930106486e-02
3.822251201772703388e-01 6.242389939682276012e-02
3.938072044256181181e-01 3.739103197634691816e-02
3.938945786467875632e-01 2.770368846422158540e-02
3.924508387147899180e-01 4.847846577916022776e-02
4.086668707849968052e-01 6.618300567633864095e-02
4.636119379438858323e-01 9.693783740716133135e-02
4.155650658796114505e-01 6.198459202565254067e-02
4.197264200198095319e-01 6.076849219055826395e-02
3.965530189906742997e-01 2.744284833341872898e-02
4.073781987503412583e-01 4.491078792295195854e-02
3.932560696219218332e-01 3.236894921011105458e-02
3.907696888186258932e-01 3.868156890128599673e-02
3.757094784310694435e-01 2.079421082944918689e-02
4.042469815508277220e-01 4.852299638378010371e-02
3.718073513279477882e-01 3.006409834790231550e-02
3.839279040759685513e-01 3.047537847296336033e-02
4.098252719374887443e-01 4.651711852487266236e-02
3.736752679166322477e-01 2.404900147848414160e-02
3.811857242544151592e-01 2.558940234253641657e-02
3.820210540953370981e-01 2.622687854491162138e-02
4.391272729075229586e-01 4.658590356652333314e-02
4.056382080260075851e-01 3.745968332476357771e-02
4.396978212119303508e-01 7.452416339019411751e-02
3.989428494528957092e-01 6.633220469847585232e-02
4.084491720030005713e-01 3.807625831240205039e-02
4.086360929803343200e-01 4.734161785596583544e-02
4.136330665287825115e-01 7.785357074347169781e-02
3.892641080772208384e-01 2.940728279281570878e-02
3.952495409922091585e-01 5.366556913947183316e-02
3.935892580178430022e-01 3.345514892361646508e-02
3.829150018337410533e-01 2.496701141524273679e-02
3.965542213158645968e-01 4.040812616602217772e-02
4.099325337180785844e-01 5.911999408957768765e-02
4.083233244424123165e-01 4.938946432467280351e-02
3.889874717228682943e-01 3.791376711813511380e-02
3.870347208019049301e-01 3.946884214547986131e-02
3.994495505601851626e-01 4.515629122279984226e-02
4.044155756365689913e-01 4.511390532037366785e-02
3.741225885006710383e-01 2.373163016235727701e-02
3.980368497142613426e-01 3.960580028993824359e-02
3.919047922570891851e-01 3.162272409386508720e-02
4.183828113183353237e-01 3.899772568881266360e-02
4.049616483244761200e-01 3.337063787227903533e-02
3.952391548066612748e-01 3.872222013531693985e-02
4.231120281303918929e-01 8.812691600585829954e-02
3.989316379413672120e-01 2.585529719843024030e-02
3.949845374710336809e-01 3.132456649341711086e-02
4.062927527102208058e-01 4.862728275623324353e-02
3.765700113376045377e-01 3.864296028386263182e-02
3.819826593856333052e-01 3.778940511757466342e-02
4.480917166875928448e-01 5.976624713474991413e-02
4.080034801090340335e-01 7.045292699959729288e-02
3.910446628639215327e-01 2.821787984718225270e-02
4.096021509421505780e-01 4.387687234022184801e-02
3.872262139560406768e-01 2.880131915682007659e-02
3.798907763251099245e-01 2.485217352415158842e-02
4.030496854363983528e-01 3.187203185553511009e-02
3.990249495218725628e-01 3.108818632580110167e-02
3.940958452868266182e-01 2.577694950765210824e-02
4.009936774771483137e-01 4.086216424376867135e-02
3.794129039535043546e-01 3.400261831787166483e-02
3.956930208875458765e-01 3.572935549911285952e-02
4.258219624123412705e-01 4.457045588285270254e-02
4.091912612786676728e-01 4.996304405151286154e-02
3.910252637443369927e-01 2.624784957563571983e-02
4.058265983316243219e-01 4.215783053567351280e-02
3.893559739065408642e-01 2.360312371583026675e-02
3.911360233630891692e-01 2.361856169906336941e-02
3.946395639738494165e-01 2.769031076080461992e-02
3.807407362116171368e-01 3.079239578498893168e-02
4.379359081114097552e-01 5.157547910401535929e-02
3.823380597339317566e-01 3.180883322873095942e-02
4.001595563745967699e-01 4.321326957306607930e-02
4.007932857794845316e-01 3.410078408966385477e-02
4.229816546663494048e-01 6.584516269446334669e-02
4.055269326996948087e-01 5.192692293750846011e-02
3.872866458826592639e-01 2.699960699131084829e-02
3.769945991317276701e-01 3.370642896340362432e-02
3.888971035166520762e-01 3.249713729850110810e-02
3.917858747364518779e-01 3.539081408820564378e-02
4.398418358003947093e-01 5.752959163190501241e-02
4.134613797395125800e-01 6.333736271160166076e-02
4.334257610545415584e-01 6.220481375711418154e-02
4.146284316379161838e-01 3.389748665954232104e-02
3.795529193620064690e-01 2.107980103363748386e-02
4.022572733439608861e-01 4.406111751393657766e-02
4.213954005050669083e-01 4.068435325883510562e-02
4.087539497392576049e-01 6.344098901238674759e-02
4.249935984174835757e-01 3.203534384662252293e-02
3.965701723895131425e-01 2.750922481509138554e-02
3.739663390831001744e-01 2.309525566824927045e-02
4.993529783726997628e-01 9.570679925955374867e-02
4.228706333578060028e-01 4.407141048159701063e-02
4.105527097875542597e-01 5.126448622657420184e-02
4.239507157553981664e-01 5.850352207894087692e-02
4.167574661549007797e-01 3.822190919823954813e-02
3.851526410292880898e-01 3.724795269884641213e-02
4.127556698266831026e-01 7.510661839446346189e-02
3.851204710760127159e-01 2.942605017336023115e-02
4.102270876476283856e-01 4.876193546123967770e-02
3.954293572710650961e-01 2.579847918994789685e-02
4.113243346013630286e-01 4.778611310429401599e-02
4.128185869597709168e-01 3.003153953784037239e-02
3.835684623700242879e-01 2.859103103533838786e-02
4.100538751059168430e-01 4.063758547665197868e-02
4.382707673768562184e-01 4.410984589930024707e-02
4.000543511961189846e-01 1.778706860173609114e-02
4.095971785410900678e-01 3.694857743515615744e-02
3.884951733343667835e-01 2.425446127247341682e-02
4.125642022344522264e-01 3.320523250959869083e-02
4.235727158302449724e-01 4.158157466528102086e-02
4.199130803477646445e-01 4.119550058561471245e-02
4.542047382391367627e-01 7.619081970687521799e-02
4.168632291091108888e-01 3.677621568822405512e-02
4.299466437299803712e-01 6.187267759328993894e-02
4.073356045229424849e-01 4.568844333330656510e-02
3.894080331999423827e-01 3.709389560437439948e-02
4.045576615460225733e-01 2.999757243378039367e-02
4.077069619803996847e-01 4.678960378708806739e-02
4.360713285934983419e-01 5.319590174759296353e-02
4.092075438952347821e-01 3.757165602035953539e-02
4.231196391205471752e-01 6.300019001038148492e-02
4.522926527722042622e-01 8.228607337821122747e-02
4.880433321263787927e-01 7.940259340005217936e-02
4.383427788545593007e-01 5.098944512967187870e-02
4.017939714554950026e-01 5.374200780458761317e-02
4.176110698342727079e-01 4.611382260532162491e-02
3.761975991917732021e-01 3.505564012830313103e-02
4.388620052366644653e-01 6.937478228736260188e-02
3.857094132093981664e-01 2.786418181632733040e-02
4.294751274174528621e-01 4.280047598081433702e-02
3.867164658833001090e-01 3.500489744528770264e-02
4.234284202238973172e-01 3.711053050648624452e-02
3.823145875941473815e-01 3.060924839852677617e-02
4.259115885394424983e-01 4.149310551177330664e-02
4.327629689601552587e-01 4.255911027838777533e-02
4.002852380895731144e-01 3.243488528293875239e-02
4.033804344455411695e-01 2.683367336130197678e-02
4.170998360941911010e-01 6.282948560800614979e-02
4.327852227770585536e-01 8.158689860617619749e-02
4.510307020971350278e-01 6.789838626056919624e-02
4.483140416349561952e-01 9.020662326451643620e-02
4.212063219219729926e-01 4.212822221646290999e-02
4.077603514470024004e-01 2.801423359950001163e-02
4.517688591436032075e-01 4.936013302604307790e-02
4.137001459785796253e-01 4.625117016234865652e-02
4.125984186996322634e-01 3.811502969648158934e-02
3.909761418186586401e-01 4.119213881930340604e-02
4.399911449714895006e-01 8.577781191581274056e-02
4.449832305527203768e-01 5.026830929283061106e-02
4.400442393357590909e-01 4.078257211149332456e-02
4.061366063671502658e-01 4.424600066986941055e-02
4.394172029309699190e-01 7.639187588720171285e-02
4.000221693606544338e-01 3.704963997833272266e-02
4.485210323444637215e-01 6.131958817736631734e-02
4.790987006186896990e-01 1.191815721166944453e-01
4.149691829759902251e-01 4.344434644688642544e-02
3.913821233076191786e-01 4.156857671655058567e-02
4.443031173845558568e-01 6.544940627659708021e-02
4.200862863497363819e-01 4.044568665914224231e-02
4.154527597596962551e-01 4.533774350123905006e-02
4.181356674387818328e-01 4.751072932883584898e-02
4.054005726390013664e-01 4.194717678245356296e-02
4.644781162652112383e-01 5.250000154880855169e-02
3.937732977704973547e-01 2.878572955135147785e-02
4.147446052693549712e-01 4.890826045464913979e-02
4.126944286385794136e-01 4.753344396927308702e-02
4.265744384742155559e-01 6.823455446795731461e-02
4.274416236361006649e-01 2.749053576071621569e-02
4.700452222003941305e-01 9.056411618992289692e-02
4.482982017823999854e-01 5.551491375603058442e-02
4.345560598032925936e-01 4.530412833553786045e-02
4.116722465983049251e-01 4.323353149823534747e-02
4.068032710735989266e-01 3.011104623570523900e-02
4.322997155505952649e-01 5.479047416744671495e-02
3.820050011921579114e-01 2.996403170658040738e-02
1.142806339793865034e+00 3.659058850998494705e+00
4.548213550055533183e-01 5.858528079275694689e-02
4.271619769569449110e-01 3.976549362417027000e-02
4.181793311107327438e-01 3.147423215144699860e-02
3.813542570879259741e-01 2.615713838877300676e-02
4.160402859916109697e-01 4.154440189321974286e-02
4.272230122719202217e-01 6.311056446716883928e-02
4.174647936550491267e-01 5.199991069669535060e-02
3.905343180765167843e-01 2.680105352212380776e-02
3.962792027652293769e-01 4.389045400902649025e-02
4.522258370165053720e-01 7.909845613963419064e-02
4.465661312034807096e-01 5.744450742760877360e-02
4.082707255974121763e-01 4.247780909652093539e-02
3.730813783422785024e-01 2.579566618052615834e-02
4.334283574091243318e-01 5.265194584804855360e-02
4.608242049975722066e-01 7.762086547566499073e-02
4.148517289271499431e-01 3.631711407175826356e-02
4.479484979891192875e-01 5.106569319553292546e-02
4.477415453016865832e-01 6.636929669087913986e-02
4.008487809177450623e-01 4.327016055824476487e-02
4.287639088531882692e-01 6.434889253920243746e-02
4.018614826318800404e-01 5.090435309928147134e-02
3.805532573475305935e-01 2.317507292517191272e-02
4.333012073926547636e-01 3.759762180842402685e-02
4.938962007978641711e-01 8.456324342169684039e-02
4.245808045482409310e-01 4.080963058851683201e-02
4.197053947178916444e-01 3.588469772686488091e-02
4.519053714827174217e-01 5.621625027734178381e-02
4.638775479112483557e-01 9.509197324048873634e-02
4.118001785198807108e-01 4.239523652654725305e-02
4.867754989556768441e-01 8.997884734535031848e-02
4.262478340461152704e-01 5.205109675695302612e-02
3.898944158134580729e-01 3.270638720245260672e-02
5.157316355084388126e-01 8.153680856357950479e-02
4.094040946917427704e-01 3.555955083617798329e-02
4.455529778460253776e-01 3.120745601310077888e-02
5.700183479028791966e-01 1.330881346746943528e-01
4.227458056559107447e-01 5.542010629708584574e-02
4.883396870239732901e-01 9.828514352375643248e-02
5.321340652817274641e-01 1.186054360975854760e-01
5.075662203647617332e-01 9.805859245130295332e-02
4.779682603119434492e-01 6.649829142211764743e-02
4.105600091198216561e-01 3.811428802057249821e-02
4.444609131600732455e-01 3.764912935322160814e-02
4.918880388988812191e-01 9.861679677935412947e-02
4.922408665420854312e-01 9.144239473192371237e-02
5.524118847234423813e-01 1.061496142291567524e-01
4.263814595883559933e-01 3.954834140298830319e-02
4.140070774110005125e-01 4.207669409228016744e-02
4.769084245051788962e-01 7.363753545417939250e-02
4.023211092579873638e-01 3.581739503729546720e-02
4.385070238030904233e-01 8.329323240414758522e-02
3.981646583385375360e-01 4.373803051045173362e-02
4.515797965566495931e-01 4.898841369241110216e-02
4.653630329059408322e-01 9.304741206991974656e-02
4.530957383101411051e-01 4.471290086418940046e-02
3.812603591617055310e-01 2.932730604152107567e-02
4.708725223836291440e-01 8.337269052710163941e-02
4.646507784671350394e-01 6.455305350776943674e-02
4.392315154512743680e-01 4.965208231628051583e-02
4.102479161766471316e-01 6.274346103399609798e-02
4.589997994677452731e-01 5.320215612592119059e-02
4.512886673249114633e-01 1.009181169290815222e-01
4.869527714708614674e-01 3.599562050418062681e-02
4.637035244237498466e-01 4.774334556395341822e-02
4.154589944873761653e-01 3.927991003273333115e-02
4.408095894007759141e-01 9.652052769172130009e-02
4.548267347109712921e-01 5.586549986456936651e-02
4.112502397161902912e-01 3.486444851343600132e-02
4.336598803901759447e-01 5.607316864740088252e-02
3.952584258299675080e-01 2.854311435700041324e-02
4.495953878025224504e-01 4.014226382063355858e-02
4.245237964561102695e-01 3.927580543799244484e-02
4.646143375110832197e-01 7.110614857754846141e-02
3.991216621531712971e-01 2.778401707815327318e-02
4.851680513469507350e-01 9.251737584923611091e-02
4.546771916058382490e-01 5.331599969565169878e-02
5.158546966112829146e-01 8.636036223070389650e-02
5.871899247254289689e-01 1.174120814942829633e-01
4.335141104507241883e-01 3.771431660127089192e-02
4.491312461478503826e-01 5.434333075484019254e-02
4.217516561036900868e-01 4.082331071597978395e-02
4.310642045183613047e-01 4.349993567064580624e-02
4.578014272907598436e-01 6.038832167030890041e-02
4.627179574364603809e-01 1.112994792045274989e-01
5.943353906255502972e-01 1.139245394371378450e-01
4.252028957984045898e-01 3.799242978002659310e-02
4.590069556279645635e-01 5.424741094049718992e-02
4.388297860971500097e-01 5.988955832733384305e-02
5.438918595188785288e-01 1.157413745000449162e-01
6.137282374699538634e-01 1.241314743774737245e-01
5.571141622986950370e-01 1.303563792653854303e-01
4.420609323735529839e-01 5.215882573317422166e-02
4.785049176680630789e-01 7.982588399624292175e-02
4.317832418369305092e-01 5.599329628466261088e-02
3.916808807474360665e-01 3.333923981027178685e-02
4.367940859991014113e-01 6.782475944095517351e-02
4.770934321842462134e-01 5.567495485841909147e-02
4.785844103226726265e-01 7.856152051061235375e-02
4.991780631649395117e-01 8.220872462568151740e-02
4.447007093388977705e-01 6.521942838456304403e-02
4.475453785178409860e-01 3.818697520118442823e-02
4.482640797608679617e-01 5.040096347594728160e-02
4.412150289825904070e-01 8.638035401931357105e-02
4.969096259553776318e-01 1.222077011004223529e-01
4.319084316722401895e-01 4.454417921592804253e-02
4.841493613691527087e-01 8.002385119718881390e-02
5.962676130407542630e-01 1.259145436550690722e-01
4.746706879131653567e-01 8.506247824281787384e-02
3.850808866749255710e-01 2.979151496590892040e-02
4.569211714683074077e-01 8.856952768901854567e-02
4.510564813299411391e-01 6.377521991391035816e-02
5.214589119362948999e-01 9.497387576964486100e-02
4.039205965769596673e-01 3.554675162128646815e-02
4.383125229131955014e-01 4.287386764289991686e-02
5.245307863133126247e-01 6.298243257295751962e-02
4.817902431674300212e-01 6.376228303639723538e-02
5.445310511585845781e-01 1.195209519931319797e-01
4.393705504312664933e-01 6.159075607505822697e-02
5.042664627666859634e-01 9.563850923285145689e-02
4.914958273148449797e-01 4.577164804719299068e-02
5.025285534787369279e-01 1.001838554454584640e-01
4.759578958835617435e-01 6.964744691374956387e-02
